company,company_rating,title,uppers,downers,advice,date,author
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“Unfortunately I am not creative enough to think of one...”,"The people and culture
","
The demands/increased expectations and workload during the pandemic
","
We are growing rapidly, there is a lot of opportunity to work in different areas and see many different types of clients and issues, something that might not be as available in a Big 4 environment.","Executive in TaxAtlanta, GA2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“Evolving and Moving Forward with a Focus on Innovation”,"Flexibility, Teammates, Working toward Positive Changes
","
Work-Life Balance, similar to any other public accounting firm.
","
We have a lot of great opportunities for personal and professional development, and the size of our firm is great for exposure to leadership and great experiences. I would definitely advise someone to expect to work very hard and to set his or her own boundaries for your career. But a lot of benefits, including our application and exploration of technological innovations, make it worth your efforts!","Executive in Audit & AssuranceAtlanta, GA2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“Great People Great Place”,"People are the best, great clients
","
Could have handled uncertainties in budgeting (i.e. Pandemic) better
","
People are great, clients are great, culture of support and inclusion.",Experienced in Tax2021,VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“Partner/Principal in Audit & Assurance”,"Complexity and Engagement of Work
","
Issues from High Growth",,"Nashville, TN2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“They demand the best you have to offer and help you get even better.”,"The people truly care about each other.
","
There is a lot of red tape.",,"Mid-level in TaxSan Jose, CA2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,"“BDO values me as a person. When I proved myself as a top performer, BDO gave me new and expanded opportunities”","Colleagues, flexibility in my schedule, compensation
","
Long hours, client demands, regulatory oversight by the PCAOB
","
Be proactive and say yes to new opportunities
Be willing and open to learning new things
Plan for long hours early in your career, but there is a lot to learn and it will benefit you down the road.","Partner/Principal in Audit & AssuranceMadison, WI2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“A fast growing international firm with a combination of personalized service and top shelf bench strength for those seeking upward mobility”,"the firm provides a great platform for personalized service and bench strength, unlike any competitor in the marker place.
","
The do as I say versus do as I do attitude the has carried over from successive leadership and the nepotism that goes with that..But this is changing
","
If you want great training, good opportunity at upward mobility and growth, flexibility in you work schedule and working with good people come to BDO. The prospects of the firm are great, we have grown exponentially of the last few years and continue to do so and we have the largest and best international network of all our direct competitors and rival and exceed the Big 4 in some instances.",Partner/Principal in External AuditOther2021,VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“Working here is the best career decision I've ever made”,"Work/life flexibility
","
Long busy season hours",,"Entry-level in TaxTroy, MI2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“Experienced in Audit & Assurance”,"The people
","
overall workload",,"Grand Rapids, MI2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,"“BDO gave me wings, taught me how to use them, and pushed me to SOAR!”","My Partners/mentors genuinely seem to be interested in helping me meet personal goals. Mentoring newer professionals and helping them achieve their goals
","
work/life balance. High performers generally work a lot and with the pandemic there seems to be an even bigger blur between work-life separation. No boundaries
","
Each local office is different, so be sure you ask enough questions during the interview process to ensure a good fit for both you career goals and the desired work culture. Working in the Boston office will be different than working in the Seattle office, than working in the Columbus, Ohio office.","Experienced in Audit & AssuranceCincinnati, OH2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“The best public accounting firm/office you could hope to work at.”,"Culture and work friends
","
Hours and certain clients",,"Executive in External AuditRaleigh, NC2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“Entry-level in Audit & Assurance”,"The people
","
The long hours during busy season.",,"Richmond, VA2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“Mid-level in Audit & Assurance”,"Exit opportunities and compensation
","
Because of covid, making coworker connections is hard. Don't have any ""work friends""
","
Quality of live is great. The workload is manageable, and I am never really stressed at work.","Chicago, IL2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“Great opportunity to contribute early in a caring environment with access to great resources.”,"Culture, ability to contribute in my specialty, business outlook, access to internal network
","
Very conservative/administrative client qualification policies and quality of benefit providers
","
Relative to Big 4, the culture is far more welcoming with more opportunity to stand out, while still having the same diverse work opportunities. Relative to smaller firms, far more resources and opportunity.","Partner/Principal in Transfer PricingSeattle, WA2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“Executive in Audit & Assurance”,"Level of responsibility I have, work from home, flexibility
","
The hours",,"Dallas, TX2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“Experienced in Tax”,Culture and people,,,"Columbus, OH2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“Partner/Principal in Tax”,"impact to community
","
short term focus",,"Grand Rapids, MI2021",VERIFIED EMPLOYEE
"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4,“People First! This Firm puts their people FIRST and it shows!”,"The people and the clients. I go to work to help others whether they be staff or client and I get a chance to do that each day. Everyone is welcoming and receptive and the culture is great!
","
The hours are hard and always will be the hardest part of working in public accounting but the ability to put in those hours when it fits into my schedule and my family is irreplaceable.
","
Leadership - the leaders of BDO walk the walk not just talk the talk. All of the leaders demonstrate the people first attitude of the company and it shows.
Business Outlook - the firm is positioned to be a player going forward. The clients we serve are diverse and so are our people.
Compensation is very competitive and structured in a way that you feel valued.
Culture - the culture is the main reason I stay. In public accounting the ability to differentiate yourself is very difficult. We can all play games, have outings, benefits, etc but how the culture is impacts you day to day. Working for BDO allows me to grow and fail and feel confident in myself and my team. They support growth and mental health and recognize that nothing is one size fits all.","Executive in TaxBoston, MA2021",VERIFIED EMPLOYEE
