,company,company_rating,title,content,author,year
412,"RSM US LLP
",4,diversity_review,"[""Best - The Firm is extremely philanthropic. Nearly all the time, the Firm has initiatives actively going on, either Nationally or Locally, where individuals have the opportunity to make an impact on their communities. We also have a very diverse workplace, even locally in Cleveland, with respect to gender, LGBT, and military veterans. At a National level, there are also various Culture, Diversity, and Inclusion network groups that individuals are able to participate in. It's a long list, but I think it's worth pointing them out: Interfaith Network, Generations Network, Inspirasian Network, African American Community of Excellence, Stars & Stripes Network (for veterans), Family First Network, Hola! Network, Abilities Network (for those that are differently abled), Star Women's Network, Multicultural Network, and Pride Network (for LGBT professionals)."", 'Worst - Locally in Cleveland, as mentioned, we have great diversity with respect to women, LGBT, military veterans, and even the Asian community. However, we could use more diversity with respect to other minorities.']",Experienced in Audit & AssuranceCleveland,['2018']
413,"RSM US LLP
",4,diversity_review,['The firm is very active in including diversity and philanthropic practices within the firm culture.'],Mid-level in Audit & AssuranceDallas,['2018']
414,"RSM US LLP
",4,diversity_review,"['RSM has multiple community and philanthropy programs including -womens rights, LGBT, veterans, disabilities, and more']",Entry-level in Audit & AssuranceCharlotte,['2018']
415,"RSM US LLP
",4,diversity_review,"['Best: Firm seeks to be a diverse workplace within a diverse business environment and is generous in the community with charitable contributions given by firm and encouraged by employees.', 'Worst: Office leadership is not diverse at this point in time.']",Experienced in External AuditWilmington,['2018']
416,"RSM US LLP
",4,diversity_review,"['Very strong push to have the initiatives in place, with an emphasis on change in mindset over change in beliefs, which I think is the correct way to go about it. Our Firm foundation has great success and multiple charitable endeavors each year for communities, families, work families etc.']",Experienced in TaxCedar Rapids,['2018']
417,"RSM US LLP
",4,diversity_review,['Very easy to move up if you are a female or a minority since there are few in the assurance role. Much more difficult to move up if you are a white male.'],Mid-level in Audit & AssuranceChicago,['2018']
418,"RSM US LLP
",4,diversity_review,"[""The best aspect is the firm's encouragemt of cultural diversity by providing funds for the different minorities professional organizations. No bad policies in this area.""]",Experienced in TaxHouston,['2018']
419,"RSM US LLP
",4,diversity_review,"['RSM takes part in many, many various charity events and several other things of the like showing that the firm really wants to give back as much as they can. We also have groups setup within RSM for whatever you want to set one up for.']",Mid-level in Audit & AssuranceNew Haven,['2018']
420,"RSM US LLP
",4,diversity_review,['Excellent national program started 4 years ago. Needs to be more fully absorbed by the firm population'],Experienced in Financial Accounts & ReportingStamford,['2018']
421,"RSM US LLP
",4,diversity_review,['None'],Mid-level in Audit & AssuranceAustin,['2018']
422,"RSM US LLP
",4,diversity_review,"['RSM recently made it a point to hire more military veterans. We do not have a culturally diverse office in the great lakes region, but other offices are significantly more diverse.']",Experienced in TaxChicago,['2018']
423,"RSM US LLP
",4,diversity_review,"[""Best - I do feel the firm put's forth an effort to be inclusive and develop an inclusive culture for women, minorities, LGBT. individuals with disabilities. I see no discrimination."", 'Worst - The firm could be greener.']",Experienced in TaxOther2018VERIFIED EMPLOYEE,Nan
424,"RSM US LLP
",4,diversity_review,['scarce community involvement/sponsorship activity'],Iowa City,['2018']
425,"RSM US LLP
",4,diversity_review,"['I think we do a good job of inclusion of all people.', 'I think we do a great job of giving back to our community through service and donations.']",Mid-level in Audit & AssuranceKansas City,['2018']
426,"RSM US LLP
",4,diversity_review,"[""There are several diversity groups within RSM that effectively promote RSM's diversity and culture.""]",Mid-level in TaxChicago,['2018']
427,"RSM US LLP
",4,diversity_review,['Firm is open to everyone'],Experienced in External AuditChicago,['2018']
428,"RSM US LLP
",4,diversity_review,['No diversity issues noted.'],Indianapolis,['2018']
429,"RSM US LLP
",4,diversity_review,['Company does an outstanding job with diversity / inclusion promotions as well as providing for community engagement through the RSM Foundation / Birdies for Love.'],Chicago,['2018']
430,"RSM US LLP
",4,diversity_review,"['No specific comments, feel that the firm is very open to diverse employees.']",Experienced in Audit & AssuranceAtlanta,['2018']
431,"RSM US LLP
",4,diversity_review,"['RSM Boston is unique in the sense that we have our own local charitable foundation. The firm also goes a great job with our culture, diversity and inclusion efforts, which not only involves folks of those various cultures getting together, but inviting the entire firm to events that teach other about CDI.']",Experienced in TaxBoston,['2018']
432,"RSM US LLP
",4,diversity_review,['I think the firm could do more to promote green practices in the office. Providing reusable coffee and water glasses to employees and incentives for reducing waste and recycling.'],Experienced in Audit & AssuranceChicago,['2018']
433,"RSM US LLP
",4,diversity_review,"['We are diverse and inclusive, they are doing a good job with this']",Tacoma,['2018']
434,"RSM US LLP
",4,diversity_review,"[""I am aware of the firm's charitable contributions""]",Experienced in TaxPhiladelphia,['2018']
435,"RSM US LLP
",4,diversity_review,"['we have charity day, but are encouraged to skip it and work']",Executive in TaxHouston,['2018']
436,"RSM US LLP
",4,diversity_review,"['Diversity with respect to Women: The seem to hire an equal amount of male and female. However, there is a minimal amount of women in leadership positions (Manager, Senior Manager, Partner).']",Dallas,['2018']
437,"RSM US LLP
",4,diversity_review,['Best aspect is our Culture and Diversity Inclusion program. We have multiple groups supporting culture and diversity.'],Experienced in TaxBaltimore,['2018']
438,"RSM US LLP
",4,diversity_review,"['So far as I know, the firm is very liberal in hiring minorities, women and/or LGBT individuals. We seem to have some of each in the firm, we all get along very well. I am not aware of any employee problems.']",Experienced in TaxOther2018VERIFIED EMPLOYEE,Nan
439,"RSM US LLP
",4,diversity_review,"['Best: We have a lot of sub-committees that are doing good work', ""Worst: It's impossible for people who work in the field (audit) to be a meaningful part of these groupings since client work always comes first, and there is no time for anything else. Also, for CSR initiatives, we're required to use our PTO if the initiative is during working hours?!?!?""]",Mid-level in Audit & AssuranceMcLean,['2018']
440,"RSM US LLP
",4,diversity_review,"['We have several ""Culture, Diversity, and Inclusion"" groups to seek, acknowledge, and celebrate diversity.']",San Diego,['2018']
